match_id,inning,over,ball,batsman_runs,bowler_runs,is_wicket,total_runs
124,2,6,2,1.0,0.0,1,1.0
48,2,20,5,6.0,0.0,0,6.0
4,1,2,2,1.0,0.0,0,1.0
119,2,10,4,0.0,4.0,1,4.0
113,2,10,6,2.0,0.0,0,2.0
140,1,11,1,0.0,6.0,1,6.0
125,1,20,5,2.0,0.0,1,2.0
122,1,10,4,6.0,0.0,0,6.0
76,2,18,3,3.0,0.0,0,3.0
54,2,9,5,1.0,6.0,0,7.0
161,2,16,4,4.0,1.0,0,5.0
164,2,16,5,0.0,4.0,0,4.0
174,1,16,1,0.0,6.0,0,6.0
131,2,8,2,1.0,4.0,1,5.0
175,1,9,6,2.0,0.0,0,2.0
28,2,12,2,6.0,0.0,0,6.0
131,1,10,1,3.0,0.0,0,3.0
126,1,11,2,4.0,4.0,0,8.0
194,2,16,2,0.0,1.0,0,1.0
22,1,18,6,4.0,3.0,1,7.0
76,2,14,3,3.0,0.0,0,3.0
91,1,5,2,6.0,0.0,0,6.0
122,1,16,2,4.0,0.0,1,4.0
31,2,4,3,0.0,1.0,0,1.0
69,1,12,4,0.0,6.0,1,6.0
70,2,1,5,3.0,1.0,0,4.0
119,1,4,3,6.0,0.0,1,6.0
51,1,9,3,6.0,6.0,0,12.0
189,1,9,5,4.0,3.0,0,7.0
15,1,20,4,0.0,4.0,0,4.0
92,2,14,4,4.0,0.0,0,4.0
125,2,18,3,0.0,2.0,1,2.0
90,1,16,4,3.0,4.0,1,7.0
140,2,13,1,0.0,3.0,0,3.0
62,1,19,4,3.0,0.0,0,3.0
199,2,3,5,1.0,0.0,0,1.0
180,1,7,6,4.0,0.0,0,4.0
181,2,16,5,4.0,3.0,0,7.0
166,2,17,4,0.0,0.0,0,0.0
194,1,20,6,1.0,1.0,0,2.0
94,1,15,6,0.0,0.0,1,0.0
17,1,15,2,0.0,4.0,1,4.0
131,1,3,1,0.0,0.0,0,0.0
93,1,1,4,3.0,1.0,1,4.0
115,1,11,2,2.0,6.0,0,8.0
34,2,5,5,0.0,6.0,0,6.0
153,1,3,5,0.0,2.0,0,2.0
199,1,11,3,6.0,6.0,0,12.0
183,1,11,2,1.0,3.0,0,4.0
196,1,10,5,4.0,4.0,0,8.0
84,1,9,2,0.0,4.0,1,4.0
99,2,13,5,6.0,0.0,0,6.0
75,2,19,2,3.0,0.0,0,3.0
143,2,12,5,0.0,1.0,1,1.0
198,2,6,3,0.0,2.0,0,2.0
10,1,1,3,0.0,2.0,0,2.0
4,1,5,5,0.0,1.0,0,1.0
65,1,3,4,0.0,1.0,0,1.0
73,2,7,4,3.0,0.0,1,3.0
60,2,10,1,3.0,6.0,0,9.0
29,2,6,6,1.0,1.0,0,2.0
55,2,2,2,0.0,0.0,0,0.0
88,1,16,2,1.0,4.0,1,5.0
25,2,3,6,4.0,6.0,0,10.0
72,1,16,3,3.0,1.0,1,4.0
41,2,20,1,0.0,3.0,0,3.0
139,2,12,5,6.0,6.0,0,12.0
167,2,13,4,1.0,3.0,0,4.0
162,2,18,4,3.0,2.0,0,5.0
98,2,7,6,0.0,0.0,0,0.0
50,2,4,2,3.0,2.0,1,5.0
69,1,11,1,2.0,4.0,0,6.0
173,2,7,1,6.0,4.0,0,10.0
160,2,16,6,1.0,1.0,1,2.0
95,2,16,3,0.0,6.0,0,6.0
146,1,11,4,0.0,1.0,0,1.0
64,2,8,2,4.0,3.0,0,7.0
128,2,17,5,4.0,3.0,1,7.0
142,1,1,1,6.0,0.0,1,6.0
62,1,6,3,6.0,1.0,0,7.0
59,2,6,1,6.0,3.0,1,9.0
71,2,20,3,0.0,3.0,0,3.0
94,1,13,1,6.0,6.0,0,12.0
84,1,6,2,3.0,4.0,1,7.0
71,1,17,5,0.0,3.0,0,3.0
153,2,17,4,0.0,2.0,0,2.0
134,1,10,6,1.0,0.0,0,1.0
83,2,6,5,0.0,1.0,0,1.0
139,2,4,5,0.0,4.0,0,4.0
73,2,5,6,3.0,1.0,0,4.0
90,2,5,1,3.0,4.0,0,7.0
102,2,9,5,0.0,0.0,0,0.0
133,1,5,5,0.0,6.0,1,6.0
170,2,2,1,2.0,2.0,0,4.0
59,1,16,1,3.0,6.0,0,9.0
98,1,15,1,6.0,2.0,0,8.0
106,1,1,4,0.0,0.0,0,0.0
121,1,3,4,0.0,3.0,0,3.0
123,2,14,1,6.0,0.0,0,6.0
113,1,4,3,2.0,1.0,0,3.0
155,1,19,3,0.0,0.0,1,0.0
159,2,19,5,2.0,0.0,1,2.0
150,2,11,5,6.0,6.0,1,12.0
148,2,16,1,4.0,6.0,0,10.0
15,1,8,1,6.0,2.0,0,8.0
170,2,18,4,3.0,4.0,0,7.0
180,2,19,2,3.0,2.0,0,5.0
134,2,2,1,4.0,1.0,1,5.0
196,2,16,2,0.0,4.0,1,4.0
141,2,10,1,4.0,6.0,0,10.0
58,2,12,5,1.0,0.0,0,1.0
193,1,1,5,4.0,0.0,0,4.0
198,1,15,5,0.0,0.0,0,0.0
193,1,20,2,1.0,2.0,0,3.0
45,2,16,4,2.0,1.0,0,3.0
29,1,12,1,0.0,4.0,0,4.0
97,2,14,5,6.0,0.0,1,6.0
166,2,10,5,2.0,2.0,0,4.0
148,2,13,2,4.0,1.0,0,5.0
162,2,5,4,1.0,4.0,1,5.0
114,1,3,6,3.0,0.0,0,3.0
72,1,15,6,6.0,0.0,0,6.0
143,1,3,1,0.0,1.0,1,1.0
185,2,11,1,4.0,0.0,0,4.0
171,2,9,2,3.0,1.0,0,4.0
72,2,17,1,6.0,0.0,0,6.0
100,2,18,3,1.0,1.0,0,2.0
128,2,6,5,1.0,6.0,0,7.0
164,1,3,6,4.0,1.0,0,5.0
117,1,13,3,6.0,3.0,0,9.0
187,2,9,1,2.0,3.0,0,5.0
118,1,4,2,6.0,6.0,0,12.0
63,2,5,6,3.0,3.0,0,6.0
69,2,6,4,1.0,1.0,1,2.0
179,1,13,2,2.0,6.0,1,8.0
122,2,16,3,6.0,1.0,1,7.0
2,1,16,3,3.0,0.0,0,3.0
196,2,4,3,3.0,0.0,0,3.0
95,1,8,1,0.0,6.0,0,6.0
93,1,3,3,2.0,0.0,0,2.0
130,2,4,4,6.0,6.0,0,12.0
110,1,2,6,1.0,3.0,0,4.0
198,1,14,4,0.0,4.0,0,4.0
119,2,4,4,1.0,3.0,0,4.0
136,2,18,6,3.0,3.0,1,6.0
94,2,1,3,0.0,0.0,1,0.0
25,2,4,6,0.0,4.0,0,4.0
28,1,17,3,1.0,3.0,0,4.0
98,1,9,2,0.0,3.0,0,3.0
59,2,3,3,3.0,1.0,0,4.0
62,1,17,4,2.0,4.0,1,6.0
98,2,19,6,2.0,0.0,0,2.0
200,1,14,4,2.0,3.0,0,5.0
164,2,19,1,1.0,0.0,1,1.0
84,1,15,2,4.0,1.0,0,5.0
99,1,19,2,6.0,3.0,0,9.0
159,1,19,4,3.0,4.0,0,7.0
41,2,5,1,2.0,6.0,0,8.0
78,2,2,6,0.0,4.0,1,4.0
83,1,14,2,0.0,2.0,1,2.0
124,2,18,6,0.0,1.0,1,1.0
169,1,20,3,4.0,0.0,1,4.0
31,2,3,6,1.0,2.0,0,3.0
24,2,16,6,2.0,3.0,0,5.0
51,2,3,2,1.0,3.0,1,4.0
105,2,17,3,0.0,2.0,0,2.0
171,2,17,5,1.0,4.0,0,5.0
152,2,15,6,3.0,1.0,0,4.0
15,1,12,4,2.0,0.0,0,2.0
139,1,20,6,0.0,6.0,0,6.0
164,2,7,6,1.0,4.0,0,5.0
176,2,8,3,0.0,2.0,1,2.0
103,1,19,6,6.0,1.0,0,7.0
16,2,19,6,1.0,4.0,0,5.0
193,1,16,1,1.0,6.0,1,7.0
51,2,16,2,4.0,2.0,1,6.0
165,2,3,3,2.0,2.0,0,4.0
114,2,15,6,3.0,0.0,0,3.0
93,2,12,6,0.0,3.0,1,3.0
76,1,18,5,2.0,0.0,0,2.0
105,2,6,4,6.0,3.0,0,9.0
12,2,19,4,6.0,6.0,1,12.0
130,1,3,1,3.0,6.0,1,9.0
94,2,13,6,6.0,6.0,1,12.0
17,2,1,5,3.0,3.0,1,6.0
13,1,9,3,0.0,2.0,0,2.0
63,2,15,4,0.0,2.0,0,2.0
194,1,10,1,4.0,2.0,1,6.0
93,2,19,5,1.0,0.0,1,1.0
18,1,12,6,0.0,3.0,1,3.0
168,2,15,6,4.0,0.0,0,4.0
23,1,4,2,0.0,1.0,1,1.0
128,2,12,5,6.0,1.0,0,7.0
140,2,2,2,6.0,4.0,0,10.0
95,1,5,2,2.0,3.0,1,5.0
172,1,3,5,6.0,3.0,0,9.0
180,2,3,6,1.0,6.0,0,7.0
47,1,20,4,1.0,0.0,0,1.0
12,1,2,6,4.0,1.0,0,5.0
135,2,9,1,2.0,1.0,1,3.0
132,2,2,5,4.0,0.0,1,4.0
151,2,15,3,0.0,1.0,0,1.0
52,2,13,1,2.0,3.0,0,5.0
7,1,8,3,3.0,6.0,0,9.0
54,2,16,6,2.0,3.0,1,5.0
175,2,16,6,3.0,0.0,0,3.0
184,1,3,5,6.0,0.0,0,6.0
187,1,16,5,6.0,6.0,0,12.0
155,1,5,1,0.0,6.0,1,6.0
188,2,5,3,2.0,1.0,0,3.0
75,1,16,4,0.0,6.0,0,6.0
190,2,6,2,6.0,1.0,1,7.0
195,2,16,1,3.0,2.0,0,5.0
167,1,16,3,3.0,6.0,1,9.0
109,2,1,2,3.0,6.0,1,9.0
17,2,16,2,6.0,0.0,0,6.0
49,2,5,5,3.0,0.0,1,3.0
78,2,10,6,0.0,0.0,1,0.0
65,2,2,1,1.0,2.0,0,3.0
64,1,20,3,1.0,0.0,0,1.0
69,1,17,3,6.0,3.0,0,9.0
127,2,11,1,4.0,6.0,0,10.0
43,2,2,1,6.0,3.0,0,9.0
176,1,19,3,0.0,6.0,0,6.0
165,2,19,2,0.0,4.0,0,4.0
154,1,17,2,0.0,0.0,1,0.0
126,2,3,4,6.0,2.0,1,8.0
108,2,13,6,4.0,0.0,0,4.0
104,2,2,1,2.0,4.0,1,6.0
51,2,9,5,4.0,0.0,0,4.0
63,1,11,5,2.0,0.0,1,2.0
172,1,17,4,3.0,0.0,0,3.0
102,2,6,2,1.0,1.0,0,2.0
22,1,15,6,0.0,6.0,0,6.0
56,2,14,2,0.0,3.0,0,3.0
13,1,1,3,0.0,0.0,0,0.0
34,2,7,1,0.0,4.0,0,4.0
132,1,13,5,6.0,2.0,1,8.0
151,2,4,4,0.0,1.0,1,1.0
116,1,11,6,0.0,0.0,0,0.0
15,1,18,6,4.0,0.0,0,4.0
151,2,5,6,1.0,6.0,0,7.0
1,2,16,3,0.0,0.0,1,0.0
130,2,18,6,0.0,2.0,0,2.0
164,1,2,3,3.0,4.0,0,7.0
21,1,13,2,2.0,0.0,0,2.0
196,1,13,4,4.0,4.0,0,8.0
158,2,10,5,0.0,0.0,1,0.0
149,1,13,2,3.0,0.0,0,3.0
134,1,20,6,1.0,6.0,1,7.0
17,1,19,5,2.0,1.0,0,3.0
24,2,12,4,6.0,6.0,0,12.0
199,2,7,4,1.0,3.0,0,4.0
144,2,5,3,2.0,4.0,0,6.0
97,2,1,1,6.0,2.0,0,8.0
35,1,8,5,4.0,0.0,1,4.0
35,2,16,5,3.0,0.0,0,3.0
20,2,14,6,3.0,4.0,1,7.0
96,2,18,2,0.0,0.0,0,0.0
148,1,14,3,2.0,0.0,0,2.0
144,1,1,6,6.0,6.0,0,12.0
18,2,15,3,6.0,6.0,0,12.0
88,2,13,3,3.0,1.0,0,4.0
75,2,1,2,6.0,3.0,1,9.0
175,2,15,6,2.0,6.0,0,8.0
20,1,11,4,0.0,2.0,0,2.0
165,1,19,2,3.0,0.0,0,3.0
188,1,13,4,1.0,0.0,1,1.0
151,1,12,4,2.0,3.0,0,5.0
6,1,2,6,6.0,2.0,1,8.0
77,1,6,6,1.0,6.0,0,7.0
5,2,19,3,0.0,2.0,1,2.0
73,1,2,1,6.0,6.0,0,12.0
147,2,12,5,0.0,0.0,0,0.0
111,1,5,5,4.0,3.0,0,7.0
186,1,14,3,6.0,1.0,0,7.0
